Feature ID	2%	9%	25%	50%	75%	91%	98%
b42a0943b46abc2726be3ae16cd44950	216.8	520.5999999999999	1632.0	6244.0	34082.75	93725.59999999998	126349.80000000003
8d087f9f3d06576a314044cc12484bf8	225.4	310.79999999999995	872.75	3818.5	5862.75	68010.19999999998	107477.60000000003
73e91e304d4168400d9ca0bdd30832ff	26.400000000000002	118.79999999999998	452.25	2378.5	4455.5	9304.649999999998	12238.700000000003
3c0b18c6ce6e6cafb3d5a91e6709ae50	48.400000000000006	70.8	147.75	1200.5	2279.5	10957.299999999997	16447.400000000005
7e81486cea261c9a44875582f413f7c7	75.7	88.65	248.75	998.5	3196.5	20287.649999999994	30767.700000000008
01eb86d9944dbd072f0ba6bdc62fc0d2	31.8	143.1	402.25	944.5	2199.25	24174.499999999993	37954.000000000015
deab0edc7780fff9e91eac61ac9b9467	411.1	425.45	481.5	804.5	5467.0	46094.89999999999	71007.20000000003
6f6b061608099625a855b5bb85f82281	5.9	26.549999999999997	142.25	773.0	1713.5	4130.799999999999	5550.4000000000015
9429b0c96fe564b1d91c3b443c2fda28	35.300000000000004	39.85	189.75	752.5	4004.75	8736.149999999998	11085.700000000003
98fe280f47239201a6fa01b80a192399	72.6	102.7	194.5	427.0	1057.75	2233.25	2868.5000000000005
e22537b0427d9bcb64f5ce135b6c8152	286.2	293.9	307.25	419.5	1095.75	1508.3	1650.4
41336315ac35ba5b0a23d428d1077b95	12.5	56.24999999999999	150.75	354.0	1287.0	3539.2999999999993	4801.4000000000015
5e343ca611f97163018c0ef1aa72eb8b	26.6	35.699999999999996	105.0	347.5	1676.75	2589.55	2904.9
74c3f391075d7ed83688e222a08ff46b	39.0	87.99999999999999	196.75	315.5	462.75	731.6999999999999	876.6000000000001
f0f1454c9c588b9f17a70283e9c56cf7	27.7	37.15	57.25	310.0	896.5	1405.6999999999998	1655.6000000000004
745e914a4933c737122df0fe4f8cd540	1.3	5.85	20.5	270.5	3282.0	49308.349999999984	78007.30000000003
ecabeae2f0c6e649ce7d48f524bfcafa	63.2	67.4	107.25	219.0	593.25	759.65	788.7
2b1e2d5ccc71cf5af57b21d5edc4ee41	36.6	38.7	60.5	178.0	655.5	2008.9499999999996	2782.100000000001
21d00fb9ea7f2dc858621ca202efd2bf	4.7	21.15	64.0	163.0	220.75	1420.2499999999995	2181.500000000001
0d6423f877003863be13b156d31c6857	5.9	26.549999999999997	70.25	148.5	847.0	1702.9999999999998	2109.0000000000005
6736ab493b7533e458cb520aa34d63a1	86.7	89.15	96.25	132.5	233.25	2078.4999999999995	3237.000000000001
a7bbe7675b1cb5b47e6065e1f5723648	5.300000000000001	23.849999999999998	70.5	124.0	158.0	769.0499999999998	1150.9000000000003
132477b648807bd4b632a9ffc149c4eb	55.1	55.45	61.5	114.0	168.0	222.39999999999998	253.20000000000005
d62303968a274e8b1cca0fc14363b103	5.5	24.749999999999996	60.75	110.0	156.25	711.5499999999998	1061.9000000000003
b56abbb5d18eb923e3a1e78575ae7938	5.4	24.299999999999997	65.5	105.5	145.5	1326.8499999999997	2071.3000000000006
5ebb3626d181133abf172a3c8b7eb668	79.3	83.85	92.75	103.5	205.0	1820.4499999999996	2828.100000000001
49aaa8439331878caa4f9f3628430c94	45.400000000000006	53.8	69.0	85.0	133.25	264.24999999999994	339.5000000000001
45fc3758e12c903da5a627b20f5bad82	37.3	41.849999999999994	54.5	82.5	126.25	154.6	165.8
720ef2d64ae5034a494efdba2ddf44bb	31.1	38.449999999999996	50.75	81.5	235.25	506.8999999999999	653.2000000000002
d2dcfb9229c1af85e18656569488f263	49.800000000000004	52.6	58.75	66.0	195.5	243.5	247.00000000000003
cced2592301f4f0a75bd34520164640b	2.2	9.899999999999999	30.25	66.0	89.0	108.94999999999999	119.10000000000001
2583d5ec4f630052f34c63d06f2cce6a	42.0	45.5	52.25	65.5	79.5	108.5	126.00000000000001
8230ae1ade4d6f9e07bb98df8c3e1547	28.000000000000004	35.0	48.0	65.0	94.75	106.5	110.0
24b8e8f891248f6beca71cddce857032	0.7000000000000001	3.1499999999999995	15.5	64.5	168.25	1029.8999999999999	1561.2000000000005
9d47d2a3c2ebf33972855103a8bd37c1	25.0	32.0	44.25	63.5	92.5	98.65	99.69999999999999
f4a891e132cee78f5af239886cb64101	22.5	34.75	55.75	63.5	148.5	184.8	190.4
3d409428c9458f9b23b06efc5270e0d5	47.0	50.5	56.25	62.5	94.25	127.19999999999999	142.6
35daf02b27b6f263ae871ac3d41c3d8d	2.5	11.249999999999998	30.0	57.5	77.5	85.5	89.0
7fe45338b9c4c96330a7dbeeaf8abb41	4.6000000000000005	20.7	47.25	56.0	73.75	144.54999999999998	186.90000000000006
a412d9d1b4d1aaf4d6de0bf5cc431018	3.9000000000000004	17.549999999999997	42.75	55.5	150.0	693.5999999999998	1019.8000000000003
a6e7d01a3a9ceaeb7105a13c41184b93	6.300000000000001	7.35	9.75	55.0	185.75	235.35000000000002	248.3
