Feature ID	2%	9%	25%	50%	75%	91%	98%
d62303968a274e8b1cca0fc14363b103	862.4000000000001	1028.3000000000002	2368.0	4413.0	7272.5	14064.119999999999	19554.36
7e81486cea261c9a44875582f413f7c7	1559.96	2067.32	2958.0	4238.0	6775.0	14042.28	18795.839999999997
3c0b18c6ce6e6cafb3d5a91e6709ae50	693.1200000000001	714.54	1073.5	1703.0	2505.0	6134.62	9388.359999999999
73aa813c71e01614bd24bdd9d183f578	719.64	749.8800000000001	846.0	1311.0	3944.5	7024.92	8516.76
881e44616a2675f6f86797df0f09aff6	7.8	35.1	143.5	1304.0	2374.0	3449.58	4404.24
3de19c448f001664c940add373cabd56	126.48	233.16	545.5	1142.0	2928.0	3557.82	3627.96
155f4939a4df7756a983af760072dc5b	84.88	136.96	299.5	1070.0	1504.0	1749.3400000000001	1824.52
7cf5fab173e5f51fac9b0d542a42b731	5.279999999999999	23.76	54.0	1027.0	1301.0	3601.08	5532.24
98fe280f47239201a6fa01b80a192399	184.16	254.72	502.0	883.0	2638.0	3536.2	3901.6
4d144d26ce3689842227e8140d16b4c5	118.63999999999999	180.38	417.5	764.0	2644.5	3308.84	3415.52
2b91eb78a5bde41bbddba13f49634db6	15.36	69.12	142.5	721.0	1058.5	2974.4	4461.2
e22537b0427d9bcb64f5ce135b6c8152	106.28	145.76	220.0	582.0	1069.0	1645.58	1844.24
ec48a6b927cb8ad90b139dba5d196068	13.799999999999999	62.1	189.0	580.0	771.5	904.3199999999999	963.9599999999999
09a8075bcdc75a2b2c53e0841582016a	115.39999999999999	155.3	253.5	522.0	1531.0	1960.88	2287.64
fa1dd56dc0cb8aee168be655f782aacf	116.32	204.94	314.5	477.0	814.0	1655.1799999999998	2320.04
f5c5ceb568a0e460e1783db4a17424b8	11.52	51.84	149.0	440.0	580.0	785.66	899.4799999999999
e2cafe3f02a5a20567e773daec2c5f42	25.119999999999997	67.54	244.5	423.0	1474.0	2441.42	2515.76
569b68862bbb6b7e64e6d4bd9e9527f6	53.08	67.36	105.0	388.0	1137.5	2559.7	3397.5999999999995
74e34a3a2cca7eb2c8a471aa20615488	56.92	105.64	184.5	388.0	1020.0	1550.62	1675.36
42b76096acb802177fd33ce98cc4da0b	28.519999999999996	47.84	69.0	382.0	647.5	1171.1	1605.8
